source,page_url,followers,date,time,time_zone,interactions,post_type,post_message,post_link
Heart of Texas,Facebook.com/Txrebels,239886,2017-07-20,11:00:00, GMT-0400,5509,Facebook,,https://www.facebook.com/txrebels/posts/1291097704345383
Heart of Texas,Facebook.com/Txrebels,219789,2017-05-18,19:00:00, GMT-0400,5496,Facebook,,https://www.facebook.com/txrebels/posts/1225715840883570
Heart of Texas,Facebook.com/Txrebels,211203,2017-04-19,19:00:00, GMT-0400,5454,Facebook,,https://www.facebook.com/txrebels/posts/1198124510309370
Heart of Texas,Facebook.com/Txrebels,176687,2017-02-04,18:00:00, GMT-0500,5442,Facebook,,https://www.facebook.com/txrebels/posts/1117926058329216
Heart of Texas,Facebook.com/Txrebels,194098,2017-03-22,20:00:00, GMT-0400,5430,Facebook,,https://www.facebook.com/txrebels/posts/1165818456873309
Heart of Texas,Facebook.com/Txrebels,169901,2017-01-11,17:24:00, GMT-0500,5368,Facebook,,https://www.facebook.com/txrebels/posts/1097356433719512
Heart of Texas,Facebook.com/Txrebels,235294,2017-07-08,18:00:00, GMT-0400,5347,Facebook,,https://www.facebook.com/txrebels/posts/1274942632627557
Heart of Texas,Facebook.com/Txrebels,193310,2017-03-19,16:52:00, GMT-0400,5311,Facebook,,https://www.facebook.com/txrebels/posts/1160340214087800
Heart of Texas,Facebook.com/Txrebels,217476,2017-05-09,18:00:00, GMT-0400,5284,Facebook,,https://www.facebook.com/txrebels/posts/1203143503140804
Heart of Texas,Facebook.com/Txrebels,216268,2017-05-06,16:50:00, GMT-0400,5245,Facebook,,https://www.facebook.com/txrebels/posts/1203133789808442
Heart of Texas,Facebook.com/Txrebels,235294,2017-07-08,16:13:00, GMT-0400,5229,Facebook,,https://www.facebook.com/txrebels/posts/1274942262627594
Heart of Texas,Facebook.com/Txrebels,239886,2017-07-20,13:00:00, GMT-0400,5225,Facebook,,https://www.facebook.com/txrebels/posts/1291098761011944
Heart of Texas,Facebook.com/Txrebels,173839,2017-01-27,17:00:00, GMT-0500,5224,Facebook,,https://www.facebook.com/txrebels/posts/1114462068675615
Heart of Texas,Facebook.com/Txrebels,223740,2017-06-07,18:00:00, GMT-0400,5220,Facebook,,https://www.facebook.com/txrebels/posts/1246153862173101
Heart of Texas,Facebook.com/Txrebels,165337,2016-12-28,19:31:00, GMT-0500,5200,Facebook,,https://www.facebook.com/txrebels/posts/1085633438225145
Heart of Texas,Facebook.com/Txrebels,210871,2017-04-18,16:59:00, GMT-0400,5200,Facebook,,https://www.facebook.com/txrebels/posts/1196893953765759
Heart of Texas,Facebook.com/Txrebels,237156,2017-07-13,18:00:00, GMT-0400,5175,Facebook,,https://www.facebook.com/txrebels/posts/1283690518419435
Heart of Texas,Facebook.com/Txrebels,240220,2017-07-22,12:00:00, GMT-0400,5174,Facebook,,https://www.facebook.com/txrebels/posts/1292112927577194
Heart of Texas,Facebook.com/Txrebels,202767,2017-04-12,18:00:00, GMT-0400,5168,Facebook,,https://www.facebook.com/txrebels/posts/1189897484465406
Heart of Texas,Facebook.com/Txrebels,235067,2017-07-07,19:30:00, GMT-0400,5158,Facebook,,https://www.facebook.com/txrebels/posts/1274940979294389
Heart of Texas,Facebook.com/Txrebels,173839,2017-01-27,17:30:00, GMT-0500,5121,Facebook,,https://www.facebook.com/txrebels/posts/1114462678675554
Heart of Texas,Facebook.com/Txrebels,190420,2017-03-09,17:00:00, GMT-0500,5087,Facebook,,https://www.facebook.com/txrebels/posts/1153475778107577
Heart of Texas,Facebook.com/Txrebels,207108,2017-04-14,19:00:00, GMT-0400,5069,Facebook,,https://www.facebook.com/txrebels/posts/1192387817549706
Heart of Texas,Facebook.com/Txrebels,215476,2017-05-02,16:48:00, GMT-0400,5047,Facebook,,https://www.facebook.com/txrebels/posts/1203131509808670
Heart of Texas,Facebook.com/Txrebels,159622,2016-12-08,14:25:01, GMT-0500,5030,Facebook,,https://www.facebook.com/txrebels/posts/1067498680038621
Heart of Texas,Facebook.com/Txrebels,160596,2016-12-14,17:14:00, GMT-0500,5018,Facebook,,https://www.facebook.com/txrebels/posts/1073959352725887
Heart of Texas,Facebook.com/Txrebels,195421,2017-03-25,20:36:00, GMT-0400,4996,Facebook,,https://www.facebook.com/txrebels/posts/1167866323335189
Heart of Texas,Facebook.com/Txrebels,240082,2017-07-21,16:00:00, GMT-0400,4977,Facebook,,https://www.facebook.com/txrebels/posts/1292097117578775
Heart of Texas,Facebook.com/Txrebels,219789,2017-05-18,18:30:00, GMT-0400,4973,Facebook,,https://www.facebook.com/txrebels/posts/1225715557550265
Heart of Texas,Facebook.com/Txrebels,167434,2017-01-03,18:00:00, GMT-0500,4968,Facebook,,https://www.facebook.com/txrebels/posts/1081754995279656
Heart of Texas,Facebook.com/Txrebels,212515,2017-04-23,19:56:00, GMT-0400,4967,Facebook,,https://www.facebook.com/txrebels/posts/1201771689944652
Heart of Texas,Facebook.com/Txrebels,232165,2017-06-22,20:00:00, GMT-0400,4942,Facebook,,https://www.facebook.com/txrebels/posts/1262467320541755
Heart of Texas,Facebook.com/Txrebels,186855,2017-03-02,17:00:00, GMT-0500,4935,Facebook,,https://www.facebook.com/txrebels/posts/1146905565431265
Heart of Texas,Facebook.com/Txrebels,240598,2017-07-25,19:00:00, GMT-0400,4927,Facebook,,https://www.facebook.com/txrebels/posts/1296862490435571
Heart of Texas,Facebook.com/Txrebels,159770,2016-12-09,10:00:00, GMT-0500,4913,Facebook,,https://www.facebook.com/txrebels/posts/1068558966599259
Heart of Texas,Facebook.com/Txrebels,235294,2017-07-08,16:59:00, GMT-0400,4906,Facebook,,https://www.facebook.com/txrebels/posts/1274942435960910
Heart of Texas,Facebook.com/Txrebels,201937,2017-04-09,20:26:00, GMT-0400,4905,Facebook,,https://www.facebook.com/txrebels/posts/1173101736144981
Heart of Texas,Facebook.com/Txrebels,164428,2016-12-27,18:00:00, GMT-0500,4904,Facebook,,https://www.facebook.com/txrebels/posts/1084820578306431
Heart of Texas,Facebook.com/Txrebels,229567,2017-06-18,18:00:00, GMT-0400,4901,Facebook,,https://www.facebook.com/txrebels/posts/1256349587820195
Heart of Texas,Facebook.com/Txrebels,167821,2017-01-04,17:07:00, GMT-0500,4890,Facebook,,https://www.facebook.com/txrebels/posts/1084068131715009
Heart of Texas,Facebook.com/Txrebels,162279,2016-12-19,19:00:02, GMT-0500,4886,Facebook,,https://www.facebook.com/txrebels/posts/1078613225593833
Heart of Texas,Facebook.com/Txrebels,220136,2017-05-20,16:32:00, GMT-0400,4865,Facebook,,https://www.facebook.com/txrebels/posts/1223175581137596
Heart of Texas,Facebook.com/Txrebels,172086,2017-01-19,17:30:00, GMT-0500,4841,Facebook,,https://www.facebook.com/txrebels/posts/1105190502936105
Heart of Texas,Facebook.com/Txrebels,193845,2017-03-21,16:00:02, GMT-0400,4794,Facebook,,https://www.facebook.com/txrebels/posts/1164816343640187
Heart of Texas,Facebook.com/Txrebels,211203,2017-04-19,18:00:00, GMT-0400,4784,Facebook,,https://www.facebook.com/txrebels/posts/1198123666976121
Heart of Texas,Facebook.com/Txrebels,161535,2016-12-17,12:00:00, GMT-0500,4774,Facebook,,https://www.facebook.com/txrebels/posts/1075870105868145
Heart of Texas,Facebook.com/Txrebels,164814,2016-12-28,17:30:00, GMT-0500,4747,Facebook,,https://www.facebook.com/txrebels/posts/1085632988225190
Heart of Texas,Facebook.com/Txrebels,179756,2017-02-12,09:00:01, GMT-0500,4746,Facebook,,https://www.facebook.com/txrebels/posts/1125454204243068
Heart of Texas,Facebook.com/Txrebels,194385,2017-03-23,19:00:00, GMT-0400,4745,Facebook,,https://www.facebook.com/txrebels/posts/1166890520099436
Heart of Texas,Facebook.com/Txrebels,251373,2017-08-26,19:30:00, GMT-0400,4722,Facebook,,https://www.facebook.com/txrebels/posts/1329126477209172
Heart of Texas,Facebook.com/Txrebels,166430,2016-12-31,15:55:00, GMT-0500,4710,Facebook,,https://www.facebook.com/txrebels/posts/1081134745341681
Heart of Texas,Facebook.com/Txrebels,178403,2017-02-09,17:00:03, GMT-0500,4698,Facebook,,https://www.facebook.com/txrebels/posts/1128117857310036
Heart of Texas,Facebook.com/Txrebels,189051,2017-03-06,15:59:00, GMT-0500,4690,Facebook,,https://www.facebook.com/txrebels/posts/1150332108421944
Heart of Texas,Facebook.com/Txrebels,172343,2017-01-20,18:00:00, GMT-0500,4686,Facebook,,https://www.facebook.com/txrebels/posts/1106043119517510
Heart of Texas,Facebook.com/Txrebels,249085,2017-08-19,19:30:00, GMT-0400,4647,Facebook,,https://www.facebook.com/txrebels/posts/1321926574595829
Heart of Texas,Facebook.com/Txrebels,199162,2017-03-29,18:00:00, GMT-0400,4637,Facebook,,https://www.facebook.com/txrebels/posts/1172998862821935
Heart of Texas,Facebook.com/Txrebels,215610,2017-05-03,16:00:00, GMT-0400,4633,Facebook,,https://www.facebook.com/txrebels/posts/1203127753142379
Heart of Texas,Facebook.com/Txrebels,216631,2017-05-07,18:00:00, GMT-0400,4627,Facebook,,https://www.facebook.com/txrebels/posts/1203142899807531
Heart of Texas,Facebook.com/Txrebels,160596,2016-12-14,11:11:03, GMT-0500,4622,Facebook,,https://www.facebook.com/txrebels/posts/1073957362726086
Heart of Texas,Facebook.com/Txrebels,211767,2017-04-20,20:20:00, GMT-0400,4621,Facebook,,https://www.facebook.com/txrebels/posts/1199361830185638
Heart of Texas,Facebook.com/Txrebels,221476,2017-05-26,19:00:00, GMT-0400,4584,Facebook,,https://www.facebook.com/txrebels/posts/1232862580168896
Heart of Texas,Facebook.com/Txrebels,166430,2016-12-31,14:08:00, GMT-0500,4557,Facebook,,https://www.facebook.com/txrebels/posts/1084068435048312
Heart of Texas,Facebook.com/Txrebels,200756,2017-04-03,19:08:00, GMT-0400,4549,Facebook,,https://www.facebook.com/txrebels/posts/1173086416146513
Heart of Texas,Facebook.com/Txrebels,250245,2017-08-24,15:30:00, GMT-0400,4546,Facebook,,https://www.facebook.com/txrebels/posts/1328129550642198
Heart of Texas,Facebook.com/Txrebels,194687,2017-03-24,10:05:45, GMT-0400,4546,Facebook,,https://www.facebook.com/txrebels/posts/1167738140014674
Heart of Texas,Facebook.com/Txrebels,183464,2017-02-22,09:00:01, GMT-0500,4544,Facebook,,https://www.facebook.com/txrebels/posts/1138781789576976
Heart of Texas,Facebook.com/Txrebels,184593,2017-02-25,18:00:00, GMT-0500,4535,Facebook,,https://www.facebook.com/txrebels/posts/1138883059566849
Heart of Texas,Facebook.com/Txrebels,183153,2017-02-21,18:30:00, GMT-0500,4525,Facebook,,https://www.facebook.com/txrebels/posts/1138862816235540
Heart of Texas,Facebook.com/Txrebels,170235,2017-01-12,17:30:00, GMT-0500,4515,Facebook,,https://www.facebook.com/txrebels/posts/1098382853616870
Heart of Texas,Facebook.com/Txrebels,187507,2017-03-03,17:00:01, GMT-0500,4504,Facebook,,https://www.facebook.com/txrebels/posts/1147676775354144
Heart of Texas,Facebook.com/Txrebels,201743,2017-04-08,18:00:00, GMT-0400,4501,Facebook,,https://www.facebook.com/txrebels/posts/1173099936145161
Heart of Texas,Facebook.com/Txrebels,223542,2017-06-06,19:30:00, GMT-0400,4476,Facebook,,https://www.facebook.com/txrebels/posts/1244839982304489
Heart of Texas,Facebook.com/Txrebels,191958,2017-03-13,19:37:01, GMT-0400,4462,Facebook,,https://www.facebook.com/txrebels/posts/1157602077694947
Heart of Texas,Facebook.com/Txrebels,199162,2017-03-29,19:55:00, GMT-0400,4453,Facebook,,https://www.facebook.com/txrebels/posts/1173000926155062
Heart of Texas,Facebook.com/Txrebels,238467,2017-07-16,16:11:00, GMT-0400,4449,Facebook,,https://www.facebook.com/txrebels/posts/1285047594950394
Heart of Texas,Facebook.com/Txrebels,210028,2017-04-16,16:00:00, GMT-0400,4440,Facebook,,https://www.facebook.com/txrebels/posts/1191181311003690
Heart of Texas,Facebook.com/Txrebels,215610,2017-05-03,16:49:00, GMT-0400,4427,Facebook,,https://www.facebook.com/txrebels/posts/1203132193141935
Heart of Texas,Facebook.com/Txrebels,241093,2017-07-27,16:30:00, GMT-0400,4422,Facebook,,https://www.facebook.com/txrebels/posts/1299395740182246
Heart of Texas,Facebook.com/Txrebels,170660,2017-01-13,18:00:00, GMT-0500,4415,Facebook,,https://www.facebook.com/txrebels/posts/1099306433524512
Heart of Texas,Facebook.com/Txrebels,233349,2017-06-28,19:30:00, GMT-0400,4413,Facebook,,https://www.facebook.com/txrebels/posts/1268444733277347
Heart of Texas,Facebook.com/Txrebels,194098,2017-03-22,18:30:00, GMT-0400,4410,Facebook,,https://www.facebook.com/txrebels/posts/1165814880207000
Heart of Texas,Facebook.com/Txrebels,163826,2016-12-24,18:00:00, GMT-0500,4409,Facebook,,https://www.facebook.com/txrebels/posts/1080293838759105
Heart of Texas,Facebook.com/Txrebels,222676,2017-06-02,18:00:00, GMT-0400,4394,Facebook,,https://www.facebook.com/txrebels/posts/1240006122787875
Heart of Texas,Facebook.com/Txrebels,165954,2016-12-30,15:59:02, GMT-0500,4380,Facebook,,https://www.facebook.com/txrebels/posts/1084068765048279
Heart of Texas,Facebook.com/Txrebels,215789,2017-05-04,19:03:00, GMT-0400,4354,Facebook,,https://www.facebook.com/txrebels/posts/1203148389806982
Heart of Texas,Facebook.com/Txrebels,200986,2017-04-04,16:59:00, GMT-0400,4353,Facebook,,https://www.facebook.com/txrebels/posts/1173088286146326
Heart of Texas,Facebook.com/Txrebels,181187,2017-02-16,15:59:00, GMT-0500,4352,Facebook,,https://www.facebook.com/txrebels/posts/1134045823383906
Heart of Texas,Facebook.com/Txrebels,244872,2017-08-04,19:00:00, GMT-0400,4347,Facebook,,https://www.facebook.com/txrebels/posts/1307204482734705
Heart of Texas,Facebook.com/Txrebels,200986,2017-04-04,19:11:00, GMT-0400,4346,Facebook,,https://www.facebook.com/txrebels/posts/1173088966146258
Heart of Texas,Facebook.com/Txrebels,202154,2017-04-10,16:59:00, GMT-0400,4340,Facebook,,https://www.facebook.com/txrebels/posts/1187310878057400
Heart of Texas,Facebook.com/Txrebels,222239,2017-05-30,18:33:00, GMT-0400,4327,Facebook,,https://www.facebook.com/txrebels/posts/1236708213117666
Heart of Texas,Facebook.com/Txrebels,215476,2017-05-02,18:00:00, GMT-0400,4326,Facebook,,https://www.facebook.com/txrebels/posts/1203141349807686
Heart of Texas,Facebook.com/Txrebels,239570,2017-07-18,21:00:00, GMT-0400,4310,Facebook,,https://www.facebook.com/txrebels/posts/1289138274541326
Heart of Texas,Facebook.com/Txrebels,201356,2017-04-06,15:16:00, GMT-0400,4297,Facebook,,https://www.facebook.com/txrebels/posts/1173094039479084
Heart of Texas,Facebook.com/Txrebels,168382,2017-01-06,18:00:00, GMT-0500,4287,Facebook,,https://www.facebook.com/txrebels/posts/1084826671639155
Heart of Texas,Facebook.com/Txrebels,168382,2017-01-05,19:20:00, GMT-0500,4286,Facebook,,https://www.facebook.com/txrebels/posts/1084825544972601
Heart of Texas,Facebook.com/Txrebels,200283,2017-04-01,18:00:00, GMT-0400,4282,Facebook,,https://www.facebook.com/txrebels/posts/1173078239480664
Heart of Texas,Facebook.com/Txrebels,220136,2017-05-20,19:25:00, GMT-0400,4263,Facebook,,https://www.facebook.com/txrebels/posts/1225720940883060
Heart of Texas,Facebook.com/Txrebels,200986,2017-04-04,16:10:00, GMT-0400,4260,Facebook,,https://www.facebook.com/txrebels/posts/1173087982813023
Heart of Texas,Facebook.com/Txrebels,225270,2017-06-13,19:30:00, GMT-0400,4251,Facebook,,https://www.facebook.com/txrebels/posts/1252953054826515
Heart of Texas,Facebook.com/Txrebels,216268,2017-05-06,18:00:00, GMT-0400,4245,Facebook,,https://www.facebook.com/txrebels/posts/1203142619807559
Heart of Texas,Facebook.com/Txrebels,198622,2017-03-27,20:15:00, GMT-0400,4238,Facebook,,https://www.facebook.com/txrebels/posts/1170778136377341
Heart of Texas,Facebook.com/Txrebels,177688,2017-02-07,15:59:00, GMT-0500,4233,Facebook,,https://www.facebook.com/txrebels/posts/1125421094246379
Heart of Texas,Facebook.com/Txrebels,193310,2017-03-19,19:00:00, GMT-0400,4218,Facebook,,https://www.facebook.com/txrebels/posts/1161201320668356
Heart of Texas,Facebook.com/Txrebels,163522,2016-12-23,15:59:02, GMT-0500,4214,Facebook,,https://www.facebook.com/txrebels/posts/1081744355280720
Heart of Texas,Facebook.com/Txrebels,169672,2017-01-10,19:44:00, GMT-0500,4208,Facebook,,https://www.facebook.com/txrebels/posts/1096570640464758
Heart of Texas,Facebook.com/Txrebels,213056,2017-04-24,16:59:00, GMT-0400,4206,Facebook,,https://www.facebook.com/txrebels/posts/1204008159721005
Heart of Texas,Facebook.com/Txrebels,200009,2017-03-31,09:56:00, GMT-0400,4194,Facebook,,https://www.facebook.com/txrebels/posts/1173075216147633
Heart of Texas,Facebook.com/Txrebels,194687,2017-03-24,18:00:00, GMT-0400,4183,Facebook,,https://www.facebook.com/txrebels/posts/1167856440002844
Heart of Texas,Facebook.com/Txrebels,219486,2017-05-16,19:34:00, GMT-0400,4179,Facebook,,https://www.facebook.com/txrebels/posts/1224025527719268
Heart of Texas,Facebook.com/Txrebels,245271,2017-08-06,19:00:00, GMT-0400,4178,Facebook,,https://www.facebook.com/txrebels/posts/1307220712733082
Heart of Texas,Facebook.com/Txrebels,244071,2017-07-31,21:00:00, GMT-0400,4167,Facebook,,https://www.facebook.com/txrebels/posts/1303333939788426
Heart of Texas,Facebook.com/Txrebels,234260,2017-07-03,16:59:00, GMT-0400,4166,Facebook,,https://www.facebook.com/txrebels/posts/1273898122732008
Heart of Texas,Facebook.com/Txrebels,221630,2017-05-27,18:59:00, GMT-0400,4154,Facebook,,https://www.facebook.com/txrebels/posts/1229357027186118
Heart of Texas,Facebook.com/Txrebels,234858,2017-07-06,20:09:00, GMT-0400,4152,Facebook,,https://www.facebook.com/txrebels/posts/1274939159294571
Heart of Texas,Facebook.com/Txrebels,240598,2017-07-25,11:00:01, GMT-0400,4150,Facebook,,https://www.facebook.com/txrebels/posts/1296849727103514
Heart of Texas,Facebook.com/Txrebels,173373,2017-01-25,17:01:00, GMT-0500,4137,Facebook,,https://www.facebook.com/txrebels/posts/1112078115580677
Heart of Texas,Facebook.com/Txrebels,171716,2017-01-16,18:00:00, GMT-0500,4118,Facebook,,https://www.facebook.com/txrebels/posts/1102257939896028
Heart of Texas,Facebook.com/Txrebels,231749,2017-06-20,19:00:00, GMT-0400,4113,Facebook,,https://www.facebook.com/txrebels/posts/1260580894063731
Heart of Texas,Facebook.com/Txrebels,252246,2017-08-27,20:00:00, GMT-0400,4092,Facebook,,https://www.facebook.com/txrebels/posts/1329131713875315
Heart of Texas,Facebook.com/Txrebels,194687,2017-03-24,18:30:00, GMT-0400,4088,Facebook,,https://www.facebook.com/txrebels/posts/1167856676669487
Heart of Texas,Facebook.com/Txrebels,190420,2017-03-09,09:00:01, GMT-0500,4087,Facebook,,https://www.facebook.com/txrebels/posts/1153315928123562
Heart of Texas,Facebook.com/Txrebels,239318,2017-07-18,16:59:00, GMT-0400,4075,Facebook,,https://www.facebook.com/txrebels/posts/1288918684563285
Heart of Texas,Facebook.com/Txrebels,164245,2016-12-26,19:00:00, GMT-0500,4068,Facebook,,https://www.facebook.com/txrebels/posts/1084070601714762
Heart of Texas,Facebook.com/Txrebels,216268,2017-05-05,20:08:00, GMT-0400,4060,Facebook,,https://www.facebook.com/txrebels/posts/1203152393139915
Heart of Texas,Facebook.com/Txrebels,176687,2017-02-04,09:00:01, GMT-0500,4057,Facebook,,https://www.facebook.com/txrebels/posts/1119077774880711
Heart of Texas,Facebook.com/Txrebels,235067,2017-07-07,18:30:00, GMT-0400,4021,Facebook,,https://www.facebook.com/txrebels/posts/1274940595961094
Heart of Texas,Facebook.com/Txrebels,219114,2017-05-14,19:30:00, GMT-0400,4018,Facebook,,https://www.facebook.com/txrebels/posts/1220445811410573
Heart of Texas,Facebook.com/Txrebels,198622,2017-03-28,19:00:00, GMT-0400,4003,Facebook,,https://www.facebook.com/txrebels/posts/1171927506262404
Heart of Texas,Facebook.com/Txrebels,162646,2016-12-20,17:30:00, GMT-0500,4002,Facebook,,https://www.facebook.com/txrebels/posts/1079440072177815
Heart of Texas,Facebook.com/Txrebels,180288,2017-02-13,15:59:00, GMT-0500,3976,Facebook,,https://www.facebook.com/txrebels/posts/1131300560325099
Heart of Texas,Facebook.com/Txrebels,224320,2017-06-11,19:00:00, GMT-0400,3976,Facebook,,https://www.facebook.com/txrebels/posts/1248367965285024
Heart of Texas,Facebook.com/Txrebels,161031,2016-12-16,14:23:00, GMT-0500,3974,Facebook,,https://www.facebook.com/txrebels/posts/1074969179291571
Heart of Texas,Facebook.com/Txrebels,164063,2016-12-25,17:00:00, GMT-0500,3974,Facebook,,https://www.facebook.com/txrebels/posts/1081136522008170
Heart of Texas,Facebook.com/Txrebels,162279,2016-12-19,17:00:00, GMT-0500,3971,Facebook,,https://www.facebook.com/txrebels/posts/1078612472260575
Heart of Texas,Facebook.com/Txrebels,183464,2017-02-22,18:30:02, GMT-0500,3970,Facebook,,https://www.facebook.com/txrebels/posts/1138881079567047
Heart of Texas,Facebook.com/Txrebels,238467,2017-07-16,18:11:00, GMT-0400,3970,Facebook,,https://www.facebook.com/txrebels/posts/1285047708283716
Heart of Texas,Facebook.com/Txrebels,160730,2016-12-15,14:19:00, GMT-0500,3970,Facebook,,https://www.facebook.com/txrebels/posts/1074964169292072
Heart of Texas,Facebook.com/Txrebels,159770,2016-12-09,21:27:04, GMT-0500,3961,Facebook,,https://www.facebook.com/txrebels/posts/1067500660038423
Heart of Texas,Facebook.com/Txrebels,193845,2017-03-21,16:59:00, GMT-0400,3958,Facebook,,https://www.facebook.com/txrebels/posts/1164816540306834
Heart of Texas,Facebook.com/Txrebels,201743,2017-04-08,10:20:00, GMT-0400,3951,Facebook,,https://www.facebook.com/txrebels/posts/1173097319478756
Heart of Texas,Facebook.com/Txrebels,222890,2017-06-03,10:08:00, GMT-0400,3948,Facebook,,https://www.facebook.com/txrebels/posts/1239910812797406
Heart of Texas,Facebook.com/Txrebels,160428,2016-12-13,14:12:00, GMT-0500,3947,Facebook,,https://www.facebook.com/txrebels/posts/1072898286165327
Heart of Texas,Facebook.com/Txrebels,189051,2017-03-05,19:30:00, GMT-0500,3940,Facebook,,https://www.facebook.com/txrebels/posts/1145222378932917
Heart of Texas,Facebook.com/Txrebels,181935,2017-02-18,19:02:00, GMT-0500,3905,Facebook,,https://www.facebook.com/txrebels/posts/1131376476984174
Heart of Texas,Facebook.com/Txrebels,160730,2016-12-15,10:19:46, GMT-0500,3894,Facebook,,https://www.facebook.com/txrebels/posts/1073961666058989
Heart of Texas,Facebook.com/Txrebels,200283,2017-04-01,18:59:00, GMT-0400,3882,Facebook,,https://www.facebook.com/txrebels/posts/1173078552813966
Heart of Texas,Facebook.com/Txrebels,169901,2017-01-11,15:59:00, GMT-0500,3879,Facebook,,https://www.facebook.com/txrebels/posts/1097355920386230
Heart of Texas,Facebook.com/Txrebels,162646,2016-12-20,14:00:00, GMT-0500,3877,Facebook,,https://www.facebook.com/txrebels/posts/1079439312177891
Heart of Texas,Facebook.com/Txrebels,201356,2017-04-06,17:02:36, GMT-0400,3871,Facebook,,https://www.facebook.com/txrebels/posts/1173094629479025
Heart of Texas,Facebook.com/Txrebels,180884,2017-02-15,17:29:00, GMT-0500,3862,Facebook,,https://www.facebook.com/txrebels/posts/1132995793488909
Heart of Texas,Facebook.com/Txrebels,189458,2017-03-07,19:00:01, GMT-0500,3850,Facebook,,https://www.facebook.com/txrebels/posts/1151233858331769
Heart of Texas,Facebook.com/Txrebels,247358,2017-08-14,18:30:00, GMT-0400,3847,Facebook,,https://www.facebook.com/txrebels/posts/1317123241742829
Heart of Texas,Facebook.com/Txrebels,236882,2017-07-12,19:40:00, GMT-0400,3844,Facebook,,https://www.facebook.com/txrebels/posts/1282907338497753
Heart of Texas,Facebook.com/Txrebels,202154,2017-04-10,16:00:00, GMT-0400,3842,Facebook,,https://www.facebook.com/txrebels/posts/1187310748057413
Heart of Texas,Facebook.com/Txrebels,170235,2017-01-12,15:56:00, GMT-0500,3832,Facebook,,https://www.facebook.com/txrebels/posts/1098382263616929
Heart of Texas,Facebook.com/Txrebels,182841,2017-02-20,17:30:00, GMT-0500,3811,Facebook,,https://www.facebook.com/txrebels/posts/1137995096322312
Heart of Texas,Facebook.com/Txrebels,246612,2017-08-11,18:30:00, GMT-0400,3811,Facebook,,https://www.facebook.com/txrebels/posts/1314024942052659
Heart of Texas,Facebook.com/Txrebels,243150,2017-07-30,16:00:00, GMT-0400,3805,Facebook,,https://www.facebook.com/txrebels/posts/1301391959982624
Heart of Texas,Facebook.com/Txrebels,245271,2017-08-06,16:30:00, GMT-0400,3801,Facebook,,https://www.facebook.com/txrebels/posts/1307218622733291
Heart of Texas,Facebook.com/Txrebels,235677,2017-07-09,18:00:00, GMT-0400,3800,Facebook,,https://www.facebook.com/txrebels/posts/1274947572627063
Heart of Texas,Facebook.com/Txrebels,178823,2017-02-10,17:00:00, GMT-0500,3786,Facebook,,https://www.facebook.com/txrebels/posts/1128907383897750
Heart of Texas,Facebook.com/Txrebels,164245,2016-12-26,15:59:00, GMT-0500,3784,Facebook,,https://www.facebook.com/txrebels/posts/1084067025048453
Heart of Texas,Facebook.com/Txrebels,195421,2017-03-25,20:00:00, GMT-0400,3782,Facebook,,https://www.facebook.com/txrebels/posts/1166898543431967
Heart of Texas,Facebook.com/Txrebels,221476,2017-05-26,18:00:00, GMT-0400,3777,Facebook,,https://www.facebook.com/txrebels/posts/1231974850257669
Heart of Texas,Facebook.com/Txrebels,171716,2017-01-17,09:46:50, GMT-0500,3773,Facebook,,https://www.facebook.com/txrebels/posts/1103192476469241
Heart of Texas,Facebook.com/Txrebels,214912,2017-04-29,10:00:00, GMT-0400,3770,Facebook,,https://www.facebook.com/txrebels/posts/1203118186476669
Heart of Texas,Facebook.com/Txrebels,246400,2017-08-10,16:30:00, GMT-0400,3765,Facebook,,https://www.facebook.com/txrebels/posts/1312842905504196
Heart of Texas,Facebook.com/Txrebels,215104,2017-04-30,18:00:00, GMT-0400,3763,Facebook,,https://www.facebook.com/txrebels/posts/1203135133141641
Heart of Texas,Facebook.com/Txrebels,183153,2017-02-21,17:00:01, GMT-0500,3757,Facebook,,https://www.facebook.com/txrebels/posts/1138861302902358
Heart of Texas,Facebook.com/Txrebels,241645,2017-07-28,13:30:00, GMT-0400,3733,Facebook,,https://www.facebook.com/txrebels/posts/1300550886733398
Heart of Texas,Facebook.com/Txrebels,223740,2017-06-07,18:35:00, GMT-0400,3731,Facebook,,https://www.facebook.com/txrebels/posts/1246155342172953
Heart of Texas,Facebook.com/Txrebels,213608,2017-04-25,18:28:05, GMT-0400,3728,Facebook,,https://www.facebook.com/txrebels/posts/1205244429597378
Heart of Texas,Facebook.com/Txrebels,244872,2017-08-04,11:00:00, GMT-0400,3722,Facebook,,https://www.facebook.com/txrebels/posts/1307197556068731
Heart of Texas,Facebook.com/Txrebels,222325,2017-05-31,19:01:00, GMT-0400,3718,Facebook,,https://www.facebook.com/txrebels/posts/1237693616352459
Heart of Texas,Facebook.com/Txrebels,217099,2017-05-08,16:51:00, GMT-0400,3709,Facebook,,https://www.facebook.com/txrebels/posts/1203134236475064
Heart of Texas,Facebook.com/Txrebels,159406,2016-12-07,14:07:38, GMT-0500,3708,Facebook,,https://www.facebook.com/txrebels/posts/1066611130127376
Heart of Texas,Facebook.com/Txrebels,169055,2017-01-08,17:00:02, GMT-0500,3703,Facebook,,https://www.facebook.com/txrebels/posts/1086264041495418
Heart of Texas,Facebook.com/Txrebels,234260,2017-07-03,18:30:00, GMT-0400,3697,Facebook,,https://www.facebook.com/txrebels/posts/1273898899398597
